id,state,diet_need,meal_type,dish,calories,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,sodium_level,cholesterol_impact,allergens,base_ingredients,diet_type,meat_type,instructions,exercise,warning
11,Himachal Pradesh,Weight Loss,Breakfast,Patande (No Oil 3),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
12,Himachal Pradesh,Weight Loss,Breakfast,Sepu Badi (Traditional 6),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
13,Himachal Pradesh,Weight Loss,Breakfast,Siddu (Steamed 2),280,18,35,8,9,Low,Low,Low,Gluten,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
14,Himachal Pradesh,Weight Loss,Breakfast,Steamed Babru (Unfried) + Plain Yogurt,300,15,40,9,8,Low,Medium,Low,"Gluten, Dairy","Wheat, Black Gram, Yogurt",Vegetarian,,Steam the black gram stuffed dough to cut all frying fats.,30 mins HIIT,Monitor energy levels
15,Himachal Pradesh,Weight Loss,Breakfast,Steamed Kathu (Buckwheat) Siddu,300,15,40,9,8,Low,Medium,Low,,"Buckwheat, Walnut, Herbs",Vegetarian,,Steam siddu instead of frying to minimize fat intake.,30 mins HIIT,Monitor energy levels
16,Himachal Pradesh,Weight Loss,Breakfast,"Steamed Siddu (Lentil Stuffing, No Ghee)",300,15,40,9,8,Medium,Medium,Low,Gluten,"Wheat, Urad Dal",Vegetarian,,Use lentil stuffing instead of nuts/poppy seeds and steam.,30 mins HIIT,Monitor energy levels
17,Himachal Pradesh,Weight Loss,Breakfast,Chha Gosht (High Protein 12),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
18,Himachal Pradesh,Weight Loss,Breakfast,Chha Gosht (Steamed 18),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
19,Himachal Pradesh,Weight Loss,Breakfast,Chicken Anardana (High Protein 20),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
20,Himachal Pradesh,Weight Loss,Breakfast,Chicken Anardana (Light 8),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
21,Himachal Pradesh,Weight Loss,Breakfast,Chicken Anardana (Traditional 14),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
22,Himachal Pradesh,Weight Loss,Breakfast,Kullu Trout (Fiber Rich 13),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Fish,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
23,Himachal Pradesh,Weight Loss,Breakfast,Kullu Trout (No Oil 19),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Fish,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
24,Himachal Pradesh,Weight Loss,Breakfast,Mutton Madra (Light 16),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
25,Himachal Pradesh,Weight Loss,Breakfast,Mutton Madra (Steamed 10),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
26,Himachal Pradesh,Weight Loss,Breakfast,Mutton Madra (Traditional 22),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
27,Himachal Pradesh,Weight Loss,Breakfast,Pahadi Egg Curry (Fiber Rich 21),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
28,Himachal Pradesh,Weight Loss,Breakfast,Pahadi Egg Curry (Roasted 9),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
29,Himachal Pradesh,Weight Loss,Breakfast,Pahadi Egg Curry (Salt Controlled 15),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
30,Himachal Pradesh,Weight Loss,Breakfast,River Fish Curry (No Oil 11),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Fish,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
31,Himachal Pradesh,Weight Loss,Breakfast,River Fish Curry (Roasted 17),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Fish,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
32,Himachal Pradesh,Weight Loss,Breakfast,River Fish Curry (Salt Controlled 23),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Fish,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
33,Himachal Pradesh,Weight Loss,Breakfast,Bhey (High Protein 36),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
34,Himachal Pradesh,Weight Loss,Breakfast,Bhey (Light 24),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
35,Himachal Pradesh,Weight Loss,Breakfast,Bhey (Traditional 30),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
36,Himachal Pradesh,Weight Loss,Breakfast,Jau Khichdi (Fiber Rich 37),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
37,Himachal Pradesh,Weight Loss,Breakfast,Jau Khichdi (Roasted 25),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
38,Himachal Pradesh,Weight Loss,Breakfast,Jau Khichdi (Salt Controlled 31),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
39,Himachal Pradesh,Weight Loss,Breakfast,Lingri Sabzi (No Oil 27),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
40,Himachal Pradesh,Weight Loss,Breakfast,Lingri Sabzi (Roasted 33),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
41,Himachal Pradesh,Weight Loss,Breakfast,Lingri Sabzi (Salt Controlled 39),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
42,Himachal Pradesh,Weight Loss,Breakfast,Mah Dal (High Protein 28),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
43,Himachal Pradesh,Weight Loss,Breakfast,Mah Dal (Steamed 34),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
44,Himachal Pradesh,Weight Loss,Breakfast,Makki Roti (Fiber Rich 29),280,18,35,8,9,Low,Low,Low,Gluten,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
45,Himachal Pradesh,Weight Loss,Breakfast,Makki Roti (No Oil 35),280,18,35,8,9,Low,Low,Low,Gluten,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
46,Himachal Pradesh,Weight Loss,Breakfast,Rajma Chawal (Light 32),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
47,Himachal Pradesh,Weight Loss,Breakfast,Rajma Chawal (Steamed 26),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
48,Himachal Pradesh,Weight Loss,Breakfast,Rajma Chawal (Traditional 38),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
49,Himachal Pradesh,Weight Loss,Lunch,Aktori (Light 40),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
50,Himachal Pradesh,Weight Loss,Lunch,Aktori (Light 48),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
51,Himachal Pradesh,Weight Loss,Lunch,Babru (Roasted 41),280,18,35,8,9,Low,Low,Low,Gluten,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
52,Himachal Pradesh,Weight Loss,Lunch,Babru (Roasted 49),280,18,35,8,9,Low,Low,Low,Gluten,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
53,Himachal Pradesh,Weight Loss,Lunch,Bhey (High Protein 44),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
54,Himachal Pradesh,Weight Loss,Lunch,Brown Rice + Sepu Badi + Lingdi Sabzi,400,25,50,11,12,Low,Medium,Low,Soy,"Brown Rice, Urad Dal, Fiddlehead Fern",Vegetarian,,Boil Sepu Badi instead of deep frying; use minimal oil for Lingdi.,40 mins brisk walk,Ensure adequate hydration
55,Himachal Pradesh,Weight Loss,Lunch,Kathu Roti + Rong (Black-eyed peas) + Radish Greens,400,25,50,11,12,Low,Medium,Low,,"Buckwheat, Black-eyed Peas, Radish Greens",Vegetarian,,Boil peas and lightly steam greens with zero oil.,40 mins brisk walk,Ensure adequate hydration
56,Himachal Pradesh,Weight Loss,Lunch,Kodra Roti (Salt Controlled 47),280,18,35,8,9,Low,Low,Low,Gluten,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
57,Himachal Pradesh,Weight Loss,Lunch,Kodra Roti + Kulthi Dal + Bhey Sabzi,400,25,50,11,12,Low,Medium,Low,,"Finger Millet, Horsegram, Lotus Stem",Vegetarian,,Boil dal with zero oil; lightly steam the lotus stem.,40 mins brisk walk,Ensure adequate hydration
58,Himachal Pradesh,Weight Loss,Lunch,Madra (Fiber Rich 45),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
59,Himachal Pradesh,Weight Loss,Lunch,Patande (No Oil 43),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
60,Himachal Pradesh,Weight Loss,Lunch,Red Rice + Kulthi Dal + Steamed Bhey,400,25,50,11,12,Low,Medium,Low,,"Red Rice, Horsegram, Lotus Stem",Vegetarian,,Boil dal without oil; steam the lotus stem plain.,40 mins brisk walk,Ensure adequate hydration
61,Himachal Pradesh,Weight Loss,Lunch,Red Rice + Mahni + Kadoo Sabzi,400,25,50,11,12,Low,Medium,Low,,"Red Rice, Urad Dal, Pumpkin",Vegetarian,,Use minimal oil for pumpkin; dal must be soupy.,40 mins brisk walk,Ensure adequate hydration
62,Himachal Pradesh,Weight Loss,Lunch,Sepu Badi (Traditional 46),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
63,Himachal Pradesh,Weight Loss,Lunch,Siddu (Steamed 42),280,18,35,8,9,Low,Low,Low,Gluten,"Local grains, legumes, herbs",Vegetarian,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
64,Himachal Pradesh,Weight Loss,Lunch,Wheat Roti + Chana Madra (No oil/ghee) + Spinach,400,25,50,11,12,Low,Medium,Low,"Gluten, Dairy","Wheat, Chickpeas, Skim Yogurt, Spinach",Vegetarian,,Use skimmed yogurt for Madra and skip the traditional ghee.,40 mins brisk walk,Ensure adequate hydration
65,Himachal Pradesh,Weight Loss,Lunch,Brown Rice + Lean Chicken Palda + Steamed Bhey,400,25,50,11,12,Low,Medium,Low,Dairy,"Brown Rice, Lean Chicken, Skim Yogurt, Lotus Stem",Non-Vegetarian,Chicken,Use skim yogurt for Palda and boil the lotus stem.,40 mins brisk walk,Ensure adequate hydration
66,Himachal Pradesh,Weight Loss,Lunch,Brown Rice + Pahadi Chicken Curry (Lean) + Beans,400,25,50,11,12,Low,Medium,Low,,"Brown Rice, Lean Chicken, French Beans",Non-Vegetarian,Chicken,Use skinless lean chicken breast with minimal oil gravy.,40 mins brisk walk,Ensure adequate hydration
67,Himachal Pradesh,Weight Loss,Lunch,Chha Gosht (High Protein 60),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
68,Himachal Pradesh,Weight Loss,Lunch,Chha Gosht (Traditional 54),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
69,Himachal Pradesh,Weight Loss,Lunch,Chicken Anardana (Light 56),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
70,Himachal Pradesh,Weight Loss,Lunch,Chicken Anardana (Steamed 50),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
71,Himachal Pradesh,Weight Loss,Lunch,Chicken Anardana (Traditional 62),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
72,Himachal Pradesh,Weight Loss,Lunch,Kullu Trout (Fiber Rich 61),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Fish,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
73,Himachal Pradesh,Weight Loss,Lunch,Kullu Trout (Salt Controlled 55),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Fish,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
74,Himachal Pradesh,Weight Loss,Lunch,Mutton Madra (High Protein 52),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
75,Himachal Pradesh,Weight Loss,Lunch,Mutton Madra (Steamed 58),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
76,Himachal Pradesh,Weight Loss,Lunch,Pahadi Egg Curry (No Oil 51),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
77,Himachal Pradesh,Weight Loss,Lunch,Pahadi Egg Curry (Roasted 57),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
78,Himachal Pradesh,Weight Loss,Lunch,Pahadi Egg Curry (Salt Controlled 63),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Chicken,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
79,Himachal Pradesh,Weight Loss,Lunch,River Fish Curry (Fiber Rich 53),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Fish,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
80,Himachal Pradesh,Weight Loss,Lunch,River Fish Curry (No Oil 59),280,18,35,8,9,Low,Low,Low,,"Local meat, herbs, spices",Non-Vegetarian,Fish,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
81,Himachal Pradesh,Weight Loss,Lunch,Bhey (Light 72),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
82,Himachal Pradesh,Weight Loss,Lunch,Bhey (Steamed 66),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
83,Himachal Pradesh,Weight Loss,Lunch,Bhey (Traditional 78),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
84,Himachal Pradesh,Weight Loss,Lunch,Jau Khichdi (No Oil 67),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
85,Himachal Pradesh,Weight Loss,Lunch,Jau Khichdi (Roasted 73),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
86,Himachal Pradesh,Weight Loss,Lunch,Jau Khichdi (Salt Controlled 79),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
87,Himachal Pradesh,Weight Loss,Lunch,Lingri Sabzi (Fiber Rich 69),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
88,Himachal Pradesh,Weight Loss,Lunch,Lingri Sabzi (No Oil 75),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
89,Himachal Pradesh,Weight Loss,Lunch,Mah Dal (High Protein 76),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
90,Himachal Pradesh,Weight Loss,Lunch,Mah Dal (Light 64),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
91,Himachal Pradesh,Weight Loss,Lunch,Mah Dal (Traditional 70),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
92,Himachal Pradesh,Weight Loss,Lunch,Makki Roti (Fiber Rich 77),280,18,35,8,9,Low,Low,Low,Gluten,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
93,Himachal Pradesh,Weight Loss,Lunch,Makki Roti (Roasted 65),280,18,35,8,9,Low,Low,Low,Gluten,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
94,Himachal Pradesh,Weight Loss,Lunch,Makki Roti (Salt Controlled 71),280,18,35,8,9,Low,Low,Low,Gluten,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
95,Himachal Pradesh,Weight Loss,Lunch,Rajma Chawal (High Protein 68),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
96,Himachal Pradesh,Weight Loss,Lunch,Rajma Chawal (Steamed 74),280,18,35,8,9,Low,Low,Low,,"Local grains, legumes, herbs",Vegan,,Prepare using traditional Himachali ingredients adjusted for weight loss. Serve one balanced portion.,45 mins brisk walk,Watch portion size and allergies.
