id,state,diet_need,meal_type,meal_name,calories,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,sodium_level,cholesterol_impact,allergens,base_ingredients,diet_type,meat_type,instructions,exercise_recommendation,medical_warning
11,Kerala,Weight Loss,Breakfast,Puttu + Cherupayar Curry,300,15,45,6,8,Medium,Medium,Low,Safe,"Rice Flour, Green Gram",Vegetarian,,Steam puttu; boil green gram with minimal tempering.,45 mins cardio,Ensure adequate hydration
12,Kerala,Weight Loss,Breakfast,"Puttu + Kadala Curry (Pan-Cooked, No Oil)",235,15,37,4,9,High,Medium,Low,Safe,"Rice Flour, Black Chickpeas, Coconut, Curry Leaves",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
13,Kerala,Weight Loss,Breakfast,"Ragi Puttu + Cherupayar Curry (Boiled, No Oil)",225,12,38,3,7,Low,Medium,Low,Safe,"Finger Millet, Green Gram, Coconut, Curry Leaves",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
14,Kerala,Weight Loss,Breakfast,Ragi Puttu + Kadala Curry,300,15,45,6,8,Low,Medium,Low,Safe,"Finger Millet, Black Chickpeas",Vegetarian,,Steam ragi puttu; skip coconut in curry.,45 mins cardio,Ensure adequate hydration
15,Kerala,Weight Loss,Breakfast,Uppumavu + Green Peas Curry,300,15,45,6,8,Medium,Medium,Low,Gluten,"Semolina, Green Peas",Vegetarian,,Dry roast rava; use minimal oil for cooking.,45 mins cardio,Ensure adequate hydration
16,Kerala,Weight Loss,Breakfast,Wheat Dosa + Tomato Chutney,300,15,45,6,8,Medium,Medium,Low,Gluten,"Wheat Flour, Tomato",Vegetarian,,Cook dosa on non-stick without oil.,45 mins cardio,Ensure adequate hydration
17,Kerala,Weight Loss,Breakfast,"Appam + Chicken Stew (Lightly Cooked, Minimal Oil)",309,23,34,9,6,Medium,Medium,Low,Dairy,"Rice Flour, Chicken, Coconut Milk, Onion, Pepper",Non-Vegetarian,Chicken,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Dairy.
18,Kerala,Weight Loss,Breakfast,"Appam + Fish Moilee (Pan-Cooked, Minimal Oil)",250,21,34,7,6,Medium,Low,Low,"Dairy, Fish","Rice Flour, Fish, Coconut Milk, Green Chilli, Curry Leaves",Non-Vegetarian,Fish,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,"Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Fish, Dairy."
19,Kerala,Weight Loss,Breakfast,Appam + Mutta Vellari Curry,300,15,45,6,8,Medium,Medium,Low,"Egg, Eggs","Rice Flour, Egg Whites, Onion",Non-Vegetarian,,Cook appam without oil; use egg whites to reduce fat.,45 mins cardio,Ensure adequate hydration
20,Kerala,Weight Loss,Breakfast,"Boiled Egg + Pepper (Dry-Roasted, Minimal Oil)",245,19,34,8,6,Low,Medium,Low,"Egg, Eggs","Eggs, Black Pepper, Curry Leaves, Salt",Non-Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Eggs.
21,Kerala,Weight Loss,Breakfast,"Egg White Roast (Griddled, Minimal Oil)",245,19,34,8,6,Low,Low,Low,"Egg, Eggs","Egg Whites, Onion, Tomato, Black Pepper, Curry Leaves",Non-Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Eggs.
22,Kerala,Weight Loss,Breakfast,"Idiyappam + Chicken Curry (Slow-Simmered, Minimal Oil)",309,23,34,9,6,Medium,Low,Low,Safe,"Rice Flour, Chicken, Onion, Ginger, Coconut",Non-Vegetarian,Chicken,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
23,Kerala,Weight Loss,Breakfast,"Idiyappam + Egg Roast (Air-Crisped, Minimal Oil)",245,19,34,8,6,Medium,Medium,Low,"Egg, Eggs","Rice Flour, Eggs, Onion, Tomato, Coconut Oil",Non-Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Eggs.
24,Kerala,Weight Loss,Breakfast,"Kalappam + Chicken Curry (Griddled, Low Salt)",309,23,34,9,6,Medium,Low,Medium,Safe,"Rice Flour, Coconut, Chicken, Curry Leaves, Onion",Non-Vegetarian,Chicken,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
25,Kerala,Weight Loss,Breakfast,"Kalappam + Fish Curry (Steamed, Small Portion)",250,21,34,7,6,Medium,Medium,Low,Fish,"Rice Flour, Fish, Coconut, Tamarind, Curry Leaves",Non-Vegetarian,Fish,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Fish.
26,Kerala,Weight Loss,Breakfast,"Kappa Puzhukku + Fish Curry (Pan-Cooked, Low Salt)",250,21,34,7,6,Medium,Low,Low,Fish,"Tapioca, Fish, Coconut, Curry Leaves, Tamarind",Non-Vegetarian,Fish,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Fish.
27,Kerala,Weight Loss,Breakfast,"Pathiri + Chicken Curry (Dry-Roasted, Low Salt)",309,23,34,9,6,Medium,Low,Medium,Safe,"Rice Flour, Chicken, Onion, Ginger, Coconut",Non-Vegetarian,Chicken,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
28,Kerala,Weight Loss,Breakfast,"Puttu + Chicken Curry (Slow-Simmered, Low Salt)",309,23,34,9,6,Medium,Low,Low,Safe,"Rice Flour, Chicken, Onion, Ginger, Curry Leaves",Non-Vegetarian,Chicken,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
29,Kerala,Weight Loss,Breakfast,"Puttu + Egg Curry (Boiled, Low Salt)",245,19,34,8,6,Medium,Low,Low,"Egg, Eggs","Rice Flour, Eggs, Onion, Tomato, Coconut",Non-Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Eggs.
30,Kerala,Weight Loss,Breakfast,"Puttu + Fish Curry (Steamed, Low Salt)",250,21,34,7,6,Medium,Low,Low,Fish,"Rice Flour, Fish, Coconut, Tamarind, Curry Leaves",Non-Vegetarian,Fish,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Fish.
31,Kerala,Weight Loss,Breakfast,"Uppumavu + Egg Roast (Air-Crisped, Low Salt)",245,19,34,8,6,Medium,Low,Low,"Egg, Eggs, Gluten","Semolina, Eggs, Onion, Curry Leaves",Non-Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,"Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Eggs, Gluten."
32,Kerala,Weight Loss,Breakfast,"Wheat Dosa + Fish Curry (Lightly Cooked, Low Salt)",250,21,34,7,6,Medium,Low,Low,"Fish, Gluten","Wheat Flour, Fish, Onion, Tamarind, Curry Leaves",Non-Vegetarian,Fish,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",45 mins brisk walk,"Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Fish, Gluten."
33,Kerala,Weight Loss,Breakfast,"Appam + Vegetable Stew (Griddled, High Fibre)",225,12,38,3,10,High,Medium,Medium,Safe,"Rice Flour, Coconut, Mixed Vegetables, Ginger, Curry Leaves",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
34,Kerala,Weight Loss,Breakfast,"Cherupayar Sundal (Griddled, Small Portion)",235,15,37,4,9,Low,Medium,Low,Mustard,"Green Gram, Coconut, Curry Leaves, Mustard Seeds",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
35,Kerala,Weight Loss,Breakfast,"Dosa + Sambar (Boiled, High Fibre)",225,12,38,3,10,High,Medium,Low,Safe,"Rice, Urad Dal, Toor Dal, Mixed Vegetables",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
36,Kerala,Weight Loss,Breakfast,"Idiyappam + Cherupayar Curry (Slow-Simmered, Small Portion)",235,15,37,4,9,High,Medium,Low,Safe,"Rice Flour, Green Gram, Coconut, Curry Leaves",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
37,Kerala,Weight Loss,Breakfast,"Idli + Sambar (Boiled, Small Portion)",235,15,37,4,9,High,Medium,Low,Safe,"Rice, Urad Dal, Toor Dal, Mixed Vegetables",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
38,Kerala,Weight Loss,Breakfast,"Kadala Sundal (Lightly Cooked, Small Portion)",235,15,37,4,9,Low,Low,Low,Mustard,"Black Chickpeas, Coconut, Curry Leaves, Mustard Seeds",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
39,Kerala,Weight Loss,Breakfast,"Kappa Puzhukku + Kadala Curry (Dry-Roasted, High Fibre)",265,13,42,8,11,Low,Low,Low,Safe,"Tapioca, Black Chickpeas, Coconut, Curry Leaves",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
40,Kerala,Weight Loss,Breakfast,"Karikku Dosa + Coconut Chutney (Slow-Simmered, High Fibre)",225,12,38,3,10,High,Medium,Low,Safe,"Rice, Tender Coconut, Coconut, Green Chilli, Curry Leaves",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
41,Kerala,Weight Loss,Breakfast,"Pathiri + Kadala Curry (Steamed, High Fibre)",225,12,38,3,10,High,Low,Low,Safe,"Rice Flour, Black Chickpeas, Onion, Ginger, Coconut",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
42,Kerala,Weight Loss,Breakfast,"Pathiri + Vegetable Kurma (Air-Crisped, High Fibre)",250,12,38,6,10,High,Low,Medium,Safe,"Rice Flour, Mixed Vegetables, Coconut, Cumin",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
43,Kerala,Weight Loss,Breakfast,"Peppered Kanji + Cherupayar Curry (Pan-Cooked, Small Portion)",225,12,38,3,7,High,Medium,Medium,Safe,"Rice, Pepper, Green Gram, Curry Leaves",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
44,Kerala,Weight Loss,Breakfast,"Puttu + Kadala Curry (Air-Crisped, Small Portion)",235,15,37,4,9,High,Low,Low,Safe,"Rice Flour, Black Chickpeas, Coconut, Curry Leaves",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
45,Kerala,Weight Loss,Breakfast,"Ragi Puttu + Cherupayar Curry (Dry-Roasted, Small Portion)",225,12,38,3,7,Low,Low,Medium,Safe,"Finger Millet, Green Gram, Coconut, Curry Leaves",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
46,Kerala,Weight Loss,Breakfast,"Tender Coconut (Pan-Cooked, High Fibre)",188,10,28,4,9,Low,Medium,Low,Safe,"Tender Coconut Water, Tender Coconut Flesh",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
47,Kerala,Weight Loss,Breakfast,"Uppumavu + Green Peas Curry (Steamed, Light Coconut)",225,12,38,3,7,Low,Low,Low,"Gluten, Mustard","Semolina, Green Peas, Onion, Mustard Seeds, Curry Leaves",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Gluten.
48,Kerala,Weight Loss,Breakfast,"Vishu Katta + Vegetable Curry (Lightly Cooked, High Fibre)",225,12,38,3,10,High,Low,Low,Safe,"Rice Flour, Cumin, Vegetables, Curry Leaves",Vegan,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",45 mins brisk walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
49,Kerala,Weight Loss,Lunch,"Cucumber Salad (Steamed, No Ghee)",260,17,39,4,9,Low,Low,Low,Safe,"Cucumber, Onion, Lemon, Curry Leaves",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
50,Kerala,Weight Loss,Lunch,"Idiyappam + Cherupayar Curry (Air-Crisped, Light Coconut)",365,22,48,7,12,High,Low,Medium,Safe,"Rice Flour, Green Gram, Coconut, Curry Leaves",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
51,Kerala,Weight Loss,Lunch,"Idli + Sambar (Boiled, Light Coconut)",365,22,48,7,12,High,Medium,Low,Safe,"Rice, Urad Dal, Toor Dal, Mixed Vegetables",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
52,Kerala,Weight Loss,Lunch,Matta Rice + Kalan + Kaya Mezhukkupuratti,400,20,55,11,10,High,Medium,Low,"Dairy, Gluten","Matta Rice, Yogurt, Raw Banana",Vegetarian,,Use low-fat yogurt for kalan; dry roast raw banana.,40 mins HIIT,Ensure adequate hydration
53,Kerala,Weight Loss,Lunch,"Matta Rice + Koottu Curry (Dry-Roasted, No Ghee)",285,19,41,5,12,High,Low,Low,Gluten,"Matta Rice, Yam, Plantain, Black Chickpeas, Coconut",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
54,Kerala,Weight Loss,Lunch,Matta Rice + Olan + Cabbage Thoran,400,20,55,11,10,High,Medium,Low,Gluten,"Matta Rice, Ashgourd, Black Eyed Peas, Cabbage",Vegetarian,,Olan uses light coconut milk; steam cabbage.,40 mins HIIT,Ensure adequate hydration
55,Kerala,Weight Loss,Lunch,"Matta Rice + Parippu Curry (Boiled, No Ghee)",367,21,51,7,11,High,Medium,Low,Gluten,"Matta Rice, Toor Dal, Coconut, Curry Leaves",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
56,Kerala,Weight Loss,Lunch,Matta Rice + Parippu Curry + Vendakka Mezhukkupuratti,400,20,55,11,10,High,Medium,Low,Gluten,"Matta Rice, Moong Dal, Okra",Vegetarian,,Boil dal without ghee; lightly toss okra.,40 mins HIIT,Ensure adequate hydration
57,Kerala,Weight Loss,Lunch,Matta Rice + Pulissery + Beans Mezhukkupuratti,400,20,55,11,10,High,Medium,Low,"Dairy, Gluten","Matta Rice, Yogurt, Green Beans",Vegetarian,,Use low-fat yogurt for pulissery; stir-fry beans with 1 tsp oil.,40 mins HIIT,Ensure adequate hydration
58,Kerala,Weight Loss,Lunch,"Matta Rice + Sambar (Griddled, Light Coconut)",367,21,51,7,11,High,Medium,Medium,Gluten,"Matta Rice, Toor Dal, Mixed Vegetables, Tamarind",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
59,Kerala,Weight Loss,Lunch,Matta Rice + Sambar + Cheera Thoran,400,20,55,11,10,High,Medium,Low,Gluten,"Matta Rice, Spinach, Toor Dal",Vegetarian,,Load sambar with veggies; steam spinach.,40 mins HIIT,Ensure adequate hydration
60,Kerala,Weight Loss,Lunch,"Olan (Griddled, No Ghee)",285,19,41,5,12,Low,Medium,Low,Dairy,"Ash Gourd, Black Eyed Peas, Coconut Milk, Green Chillies",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
61,Kerala,Weight Loss,Lunch,"Pathiri + Kadala Curry (Slow-Simmered, Light Coconut)",355,19,49,6,10,High,Medium,Low,Safe,"Rice Flour, Black Chickpeas, Onion, Ginger, Coconut",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
62,Kerala,Weight Loss,Lunch,"Peppered Kanji + Cherupayar Curry (Lightly Cooked, Light Coconut)",355,19,49,6,10,High,Low,Low,Safe,"Rice, Pepper, Green Gram, Curry Leaves",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
63,Kerala,Weight Loss,Lunch,"Puttu + Kadala Curry (Pan-Cooked, Light Coconut)",365,22,48,7,12,High,Medium,Low,Safe,"Rice Flour, Black Chickpeas, Coconut, Curry Leaves",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
64,Kerala,Weight Loss,Lunch,"Ragi Puttu + Cherupayar Curry (Dry-Roasted, Light Coconut)",355,19,49,6,10,Low,Low,Low,Safe,"Finger Millet, Green Gram, Coconut, Curry Leaves",Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
65,Kerala,Weight Loss,Lunch,"Appam + Fish Moilee (Air-Crisped, No Ghee)",380,28,45,10,9,Medium,Low,Low,"Dairy, Fish","Rice Flour, Fish, Coconut Milk, Green Chilli, Curry Leaves",Non-Vegetarian,Fish,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,"Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Fish, Dairy."
66,Kerala,Weight Loss,Lunch,"Chicken Pepper Fry (Pan-Cooked, No Ghee)",385,30,45,12,9,Medium,Medium,Low,Safe,"Chicken, Black Pepper, Curry Leaves, Shallots, Coconut Oil",Non-Vegetarian,Chicken,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
67,Kerala,Weight Loss,Lunch,"Fish Fry (Tawa Roasted) (Lightly Cooked, No Ghee)",380,28,45,10,9,Medium,Low,Low,Fish,"Fish, Pepper, Lemon, Curry Leaves, Coconut Oil",Non-Vegetarian,Fish,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Fish.
68,Kerala,Weight Loss,Lunch,"Kappa + Egg Roast (Lightly Cooked, With Greens)",375,26,45,11,12,Medium,Low,Low,"Egg, Eggs","Tapioca, Eggs, Onion, Tomato, Coconut Oil",Non-Vegetarian,,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Eggs.
69,Kerala,Weight Loss,Lunch,"Kappa Puzhukku + Fish Curry (Dry-Roasted, With Greens)",405,28,45,13,12,Medium,Low,Low,Fish,"Tapioca, Fish, Coconut, Curry Leaves, Tamarind",Non-Vegetarian,Fish,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Fish.
70,Kerala,Weight Loss,Lunch,"Matta Rice + Alleppey Fish Curry (Air-Crisped, With Greens)",405,28,45,13,12,Medium,Low,Low,"Fish, Gluten","Matta Rice, Fish, Kudampuli, Coconut, Curry Leaves",Non-Vegetarian,Fish,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum. Contains Fish.
71,Kerala,Weight Loss,Lunch,"Matta Rice + Chicken Curry (Steamed, No Oil)",385,30,45,12,9,Medium,Low,Low,Gluten,"Matta Rice, Chicken, Onion, Ginger, Tomato",Non-Vegetarian,Chicken,"Keep the cooking oil minimal, serve a small portion, and lean on steaming or light tempering. This version keeps the seasoning lighter while staying close to the Kerala original.",30 mins walk,Watch portion size and keep extras like fried sides or extra coconut oil to a minimum.
72,Kerala,Weight Loss,Lunch,Matta Rice + Chicken Stew + Carrot Thoran,400,20,55,11,10,High,Medium,Low,Gluten,"Matta Rice, Lean Chicken, Carrot",Non-Vegetarian,chicken,Use skimmed coconut milk and lean chicken breast.,40 mins HIIT,Ensure adequate hydration
