id,state,diet_need,meal_type,dish,calories,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,sodium_level,cholesterol_impact,allergens,base_ingredients,diet_type,meat_type,instructions,exercise,warning
13,Uttar Pradesh,Weight Loss,Breakfast,Moong Dal Cheela (Small Portion),148,6,35,1,9,Low,Low,Low,,"Moong dal, Ginger, Cumin, Coriander",Vegetarian,,Prepare barley dalia as a small portion version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,"Portion control is important; avoid fried add-ons. Contains gluten, egg."
14,Uttar Pradesh,Weight Loss,Breakfast,Moong Dal Cheela (Steamed),139,13,26,1,9,Low,Low,Low,,"Moong dal, Ginger, Cumin, Coriander",Vegetarian,,Prepare sprouted moong chaat as a steamed version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
15,Uttar Pradesh,Weight Loss,Breakfast,Poha with Peanuts (Lean),259,8,51,8,4,High,High,High,Nuts,"Flattened rice, Peanuts",Vegetarian,,Prepare poha with peanuts as a lean version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains nuts.
16,Uttar Pradesh,Weight Loss,Breakfast,Sattu Drink (Roasted),116,5,24,2,4,Low,Low,Low,,"Roasted gram flour, Lemon, Cumin, Water",Vegetarian,,Prepare oats as a roasted version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
17,Uttar Pradesh,Weight Loss,Breakfast,Sattu Drink (Thin Batter),141,11,26,2,6,Low,Low,Low,Gluten,"Roasted gram flour, Cumin, Lemon",Vegetarian,,Prepare sattu drink as a thin batter version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
18,Uttar Pradesh,Weight Loss,Breakfast,Sattu Drink (Unsweetened),180,10,28,2,5,Low,Low,Low,,"Roasted gram flour, Cumin, Lemon",Vegetarian,,Mix Sattu in water with lemon and roasted cumin powder.,30 mins brisk walking,Excellent cooling effect on the stomach.
19,Uttar Pradesh,Weight Loss,Breakfast,Sattu Paratha (Dry Roasted) + Curd (Dry Roast),217,13,40,4,10,Medium,Medium,Medium,"Gluten, Dairy","Wheat flour, Roasted gram flour, Curd",Vegetarian,,Prepare sattu paratha (dry roasted) + curd as a dry roast version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,"Portion control is important; avoid fried add-ons. Contains gluten, dairy."
20,Uttar Pradesh,Weight Loss,Breakfast,Sheermal (Plain),217,7,38,7,1,High,High,Medium,"Gluten, Dairy","Flour, milk, saffron, sugar, ghee",Vegetarian,,Prepare sheermal as a plain version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,"Portion control is important; avoid fried add-ons. Contains gluten, dairy."
21,Uttar Pradesh,Weight Loss,Breakfast,Steamed Fara,220,12,38,2,6,Low,Low,Low,,"Rice flour, Chana dal, Garlic",Vegetarian,,Steam the dumplings instead of frying to reduce fat intake.,45 mins walking,Ensure complete steaming for proper digestion.
22,Uttar Pradesh,Weight Loss,Breakfast,Steamed Fara (Boiled),172,13,35,2,7,Low,Medium,Low,Gluten,"Rice flour, Chana dal, Garlic",Vegetarian,,Prepare steamed fara as a boiled version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
23,Uttar Pradesh,Weight Loss,Breakfast,Steamed Fara (Rice and Dal Dumplings),220,12,38,2,6,Low,Low,Low,,"Rice flour, Chana dal, Garlic",Vegetarian,,Steam the dumplings instead of frying.,45 mins walking,Ensure complete steaming for digestion.
24,Uttar Pradesh,Weight Loss,Breakfast,Unsalted Dalia (Light Tadka),148,6,35,2,8,Low,Low,Low,"Gluten, Egg","Broken wheat, Veggies",Vegetarian,,Prepare unsalted dalia as a light tadka version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,"Portion control is important; avoid fried add-ons. Contains gluten, egg."
25,Uttar Pradesh,Weight Loss,Breakfast,Chicken Tikka (Steamed),170,26,5,7,1,Low,Low,Low,,"Chicken, yoghurt, spices, lemon",Non-Vegetarian,Chicken,Prepare chicken tikka as a steamed version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
26,Uttar Pradesh,Weight Loss,Breakfast,Chicken Yakhni (No Ghee),219,27,7,11,1,Low,Low,Low,Dairy,"Chicken, bone broth, ginger, cloves",Non-Vegetarian,Chicken,Prepare chicken yakhni as a no ghee version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains dairy.
27,Uttar Pradesh,Weight Loss,Breakfast,Fish Curry (Banarasi Style) (Light Tadka),202,21,9,9,1,Low,Low,Low,,"Fish, mustard, tomato, spices",Non-Vegetarian,Fish,Prepare fish curry (banarasi style) as a light tadka version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
28,Uttar Pradesh,Weight Loss,Breakfast,Fish Tikka (No Oil),156,23,5,6,1,Low,Low,Low,,"Fish, spices, lemon, herbs",Non-Vegetarian,Fish,Prepare fish tikka as a no oil version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
29,Uttar Pradesh,Weight Loss,Breakfast,Galouti Kebab (Fresh),266,23,9,17,1,Medium,Medium,Medium,,"Minced mutton, papaya paste, aromatic spices",Non-Vegetarian,Mutton,Prepare galouti kebab as a fresh version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
30,Uttar Pradesh,Weight Loss,Breakfast,Kakori Kebab (Dry Roast),279,22,7,18,1,Medium,Medium,Medium,Nuts,"Minced mutton, cashew, cream, spices",Non-Vegetarian,Mutton,Prepare kakori kebab as a dry roast version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains nuts.
31,Uttar Pradesh,Weight Loss,Breakfast,Keema Kulcha (Plain),353,23,39,15,2,High,High,Medium,Gluten,"Keema, wheat kulcha, onion, spices",Non-Vegetarian,Mutton,Prepare keema kulcha as a plain version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
32,Uttar Pradesh,Weight Loss,Breakfast,Keema Matar (No Sev),248,24,13,13,1,Medium,Medium,Low,,"Minced meat, peas, onion, spices",Non-Vegetarian,Mutton,Prepare keema matar as a no sev version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
33,Uttar Pradesh,Weight Loss,Breakfast,Kulche-Nahari (Lean),356,24,31,18,2,High,High,High,Gluten,"Wheat kulcha, nihari gravy, ginger, onion",Non-Vegetarian,Mutton,Prepare kulche-nahari as a lean version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
34,Uttar Pradesh,Weight Loss,Breakfast,Mutton Yakhni (Half Portion),297,25,9,17,1,Medium,Medium,Medium,,"Mutton, bone broth, ginger, whole spices",Non-Vegetarian,Mutton,Prepare mutton yakhni as a half portion version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
35,Uttar Pradesh,Weight Loss,Breakfast,Rohu Fish Curry (Thin Batter),194,20,9,8,1,Low,Low,Low,,"Rohu fish, tomato, mustard, spices",Non-Vegetarian,Fish,Prepare rohu fish curry as a thin batter version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
36,Uttar Pradesh,Weight Loss,Breakfast,Seekh Kebab (Unsweetened),236,22,7,14,1,Medium,Medium,Low,,"Minced meat, onion, herbs, spices",Non-Vegetarian,Mutton,Prepare seekh kebab as a unsweetened version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
37,Uttar Pradesh,Weight Loss,Breakfast,Shami Kebab (Boiled),219,20,11,11,2,Low,Medium,Low,Egg,"Minced meat, chana dal, spices, egg",Non-Vegetarian,Mutton,Prepare shami kebab as a boiled version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains egg.
38,Uttar Pradesh,Weight Loss,Breakfast,Tandoori Chicken (Small Portion),201,30,6,9,1,Low,Low,Low,,"Chicken, yoghurt, spices, lemon",Non-Vegetarian,Chicken,Prepare tandoori chicken as a small portion version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
39,Uttar Pradesh,Weight Loss,Breakfast,Tandoori Fish (Roasted),187,22,6,8,1,Low,Low,Low,,"Fish, yoghurt, spices, lemon",Non-Vegetarian,Fish,Prepare tandoori fish as a roasted version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
40,Uttar Pradesh,Weight Loss,Breakfast,Tunday Kababi (Minimal Salt),278,24,16,13,2,Medium,Medium,Medium,,"Minced mutton, green chilli, garam masala, onion",Non-Vegetarian,Mutton,Prepare tunday kababi as a minimal salt version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
41,Uttar Pradesh,Weight Loss,Breakfast,Besan Cheela (Unsweetened),185,12,29,4,8,Medium,Medium,Low,Gluten,"Gram flour, Onion, Green chili",Vegan,,Prepare besan cheela as a unsweetened version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
42,Uttar Pradesh,Weight Loss,Breakfast,Bhuna Chana (Half Portion),101,7,18,1,7,Medium,Medium,Medium,,Roasted Bengal gram,Vegan,,Prepare bhuna chana as a half portion version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
43,Uttar Pradesh,Weight Loss,Breakfast,Chura Matar (No Sev),194,6,44,2,5,Medium,Medium,Low,,"Flattened rice, Green peas",Vegan,,Prepare chura matar as a no sev version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
44,Uttar Pradesh,Weight Loss,Breakfast,Chura Matar (Roasted),116,5,24,2,4,Low,Low,Low,,"Flattened rice, Green peas, Onion, Cumin",Vegan,,Prepare oats as a roasted version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
45,Uttar Pradesh,Weight Loss,Breakfast,Dalia (Thin Batter),165,8,35,2,8,Low,Low,Low,Gluten,"Broken wheat, Carrots, Peas",Vegan,,Prepare dalia as a thin batter version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
46,Uttar Pradesh,Weight Loss,Breakfast,Fara (Fresh),249,14,51,3,9,Medium,Medium,Medium,Gluten,"Rice flour, Chana dal",Vegan,,Prepare fara as a fresh version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
47,Uttar Pradesh,Weight Loss,Breakfast,Fara (No Oil),116,10,20,1,7,Low,Low,Low,,"Rice flour, Chana dal, Ginger, Cumin",Vegan,,Prepare sprouted moong as a no oil version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
48,Uttar Pradesh,Weight Loss,Breakfast,Guava with Black Pepper (Dry Roast),70,1,17,0,6,Medium,Medium,Medium,,"Guava, Black pepper",Vegan,,Prepare guava with black pepper as a dry roast version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
49,Uttar Pradesh,Weight Loss,Breakfast,Jau Roti + Mint Chutney (No Ghee),178,8,38,1,10,Low,Low,Low,Gluten,"Barley flour, Mint, Green chili",Vegan,,Prepare jau roti + mint chutney as a no ghee version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,"Portion control is important; avoid fried add-ons. Contains gluten, dairy."
50,Uttar Pradesh,Weight Loss,Breakfast,Moong Dal Cheela (Boiled),179,14,28,3,7,Low,Medium,Low,Gluten,"Green gram, Onion, Coriander",Vegan,,Prepare moong dal cheela as a boiled version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
51,Uttar Pradesh,Weight Loss,Breakfast,Moong Dal Cheela (Steamed),139,12,26,1,9,Low,Low,Low,,"Moong dal, Ginger, Cumin, Coriander",Vegan,,Prepare sprouted moong chaat as a steamed version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
52,Uttar Pradesh,Weight Loss,Breakfast,Poha with Peanuts (Minimal Salt),258,8,51,8,4,Medium,Medium,Medium,Nuts,"Flattened rice, Peanuts",Vegan,,Prepare poha with peanuts as a minimal salt version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains nuts.
53,Uttar Pradesh,Weight Loss,Breakfast,Roasted Chana (Plain),94,6,19,2,7,High,High,Medium,,Bengal gram,Vegan,,Prepare roasted chana as a plain version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
54,Uttar Pradesh,Weight Loss,Breakfast,Sattu Drink (Small Portion),140,10,26,2,6,Low,Low,Low,Gluten,"Roasted gram flour, Cumin, Lemon",Vegan,,Prepare sattu drink as a small portion version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
55,Uttar Pradesh,Weight Loss,Breakfast,Steamed Fara (Light Tadka),170,12,35,1,7,Low,Low,Low,Gluten,"Rice flour, Chana dal, Garlic",Vegan,,Prepare steamed fara as a light tadka version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
56,Uttar Pradesh,Weight Loss,Breakfast,Unsalted Makhana (Lean),78,3,14,2,3,High,High,High,Nuts,Fox nuts,Vegan,,Prepare unsalted makhana as a lean version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains nuts.
57,Uttar Pradesh,Weight Loss,Lunch,Brown Rice + Chana Dal + Parwal Sabzi (Dry Roast),280,15,54,3,13,Medium,Medium,Medium,,"Brown rice, Bengal gram, Pointed gourd",Vegetarian,,Prepare brown rice + chana dal + parwal sabzi as a dry roast version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
58,Uttar Pradesh,Weight Loss,Lunch,Brown Rice + Chana Dal + Turai Sabzi (Plain),277,15,53,2,12,High,High,Medium,,"Brown rice, Bengal gram, Ridge gourd",Vegetarian,,Prepare brown rice + chana dal + turai sabzi as a plain version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
59,Uttar Pradesh,Weight Loss,Lunch,Brown Rice + Matar Nimona + Bhindi Sabzi,350,15,60,5,12,Low,Medium,Low,,"Brown rice, Green peas, Okra",Vegetarian,,Boil peas for Nimona and dry roast okra instead of deep frying.,45 mins cycling,High fiber content aids in prolonged satiety.
60,Uttar Pradesh,Weight Loss,Lunch,Brown Rice + Moong Dal + Nenua Sabzi (Lean),271,13,53,3,11,High,High,High,,"Brown rice, Green gram, Sponge gourd",Vegetarian,,Prepare brown rice + moong dal + nenua sabzi as a lean version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons.
61,Uttar Pradesh,Weight Loss,Lunch,Brown Rice + Urad Dal + Kundru Sabzi,360,14,60,5,11,Low,Medium,Low,,"Brown rice, Black gram, Ivy gourd",Vegetarian,,Slit Kundru and pan-roast lightly; boil Urad dal without ghee.,50 mins walking,Ivy gourd has metabolism-boosting properties.
62,Uttar Pradesh,Weight Loss,Lunch,Jau Roti + Arhar Dal + Lauki Sabzi (Roasted),262,16,48,3,14,Low,Low,Low,Gluten,"Barley flour, Pigeon peas, Bottle gourd",Vegetarian,,Prepare jau roti + arhar dal + lauki sabzi as a roasted version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
63,Uttar Pradesh,Weight Loss,Lunch,Jau Roti + Chana Dal + Turai Sabzi,340,15,56,4,12,Low,Medium,Low,Gluten,"Barley flour, Bengal gram, Ridge gourd",Vegetarian,,Cook Chana dal until soft; Turai should be cooked without oil.,45 mins cycling,High fiber from barley and chana dal keeps hunger away.
64,Uttar Pradesh,Weight Loss,Lunch,Jau Roti + Chana Dal + Turai Sabzi (Minimal Salt),276,16,51,3,13,Medium,Medium,Medium,Gluten,"Barley flour, Bengal gram, Ridge gourd",Vegetarian,,Prepare jau roti + chana dal + turai sabzi as a minimal salt version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
65,Uttar Pradesh,Weight Loss,Lunch,Jau Roti + Masoor Dal + Parwal Sabzi (No Ghee),273,16,50,3,13,Low,Low,Low,"Gluten, Dairy","Barley flour, Red lentils, Pointed gourd",Vegetarian,,Prepare jau roti + masoor dal + parwal sabzi as a no ghee version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,"Portion control is important; avoid fried add-ons. Contains gluten, dairy."
66,Uttar Pradesh,Weight Loss,Lunch,Jau Roti + Moong Dal + Kundru Sabzi (Steamed),253,15,50,2,12,Low,Low,Low,Gluten,"Barley flour, Green gram, Ivy gourd",Vegetarian,,Prepare jau roti + moong dal + kundru sabzi as a steamed version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
67,Uttar Pradesh,Weight Loss,Lunch,Missi Roti + Chana Dal + Bhindi Sabzi (Half Portion),284,17,47,5,15,Medium,Medium,Medium,Gluten,"Wheat flour, Gram flour, Bengal gram, Okra",Vegetarian,,Prepare missi roti + chana dal + bhindi sabzi as a half portion version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
68,Uttar Pradesh,Weight Loss,Lunch,Missi Roti + Chana Dal + Karela Sabzi (Fresh),277,17,46,6,15,Medium,Medium,Medium,Gluten,"Wheat flour, Gram flour, Bengal gram, Bitter gourd",Vegetarian,,Prepare missi roti + chana dal + karela sabzi as a fresh version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
69,Uttar Pradesh,Weight Loss,Lunch,Missi Roti + Moong Dal + Lauki Sabzi,330,16,50,5,11,Low,Medium,Low,Gluten,"Wheat flour, Gram flour, Green gram, Bottle gourd",Vegetarian,,Missi roti lowers glycemic impact; cook Lauki with just cumin.,50 mins walking,Lauki is highly diuretic and aids weight loss.
70,Uttar Pradesh,Weight Loss,Lunch,Missi Roti + Moong Dal + Lauki Sabzi (No Sev),272,17,46,4,12,Medium,Medium,Low,Gluten,"Wheat flour, Gram flour, Green gram, Bottle gourd",Vegetarian,,Prepare missi roti + moong dal + lauki sabzi as a no sev version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
71,Uttar Pradesh,Weight Loss,Lunch,Missi Roti + Urad Dal + Turai Sabzi (Unsweetened),278,17,48,4,14,Medium,Medium,Low,Gluten,"Wheat flour, Gram flour, Black gram, Ridge gourd",Vegetarian,,Prepare missi roti + urad dal + turai sabzi as a unsweetened version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
72,Uttar Pradesh,Weight Loss,Lunch,Phulka + Arhar Dal + Kathal Sabzi,350,15,55,6,13,Low,Medium,Low,Gluten,"Wheat flour, Pigeon peas, Jackfruit",Vegetarian,,Boil Kathal before sautéing to reduce oil absorption.,45 mins brisk walking,Jackfruit has a meaty texture and high satiety value.
73,Uttar Pradesh,Weight Loss,Lunch,Phulka + Arhar Dal + Lauki Sabzi (No Oil),247,15,48,3,11,Low,Low,Low,Gluten,"Wheat flour, Pigeon peas, Bottle gourd",Vegetarian,,Prepare phulka + arhar dal + lauki sabzi as a no oil version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
74,Uttar Pradesh,Weight Loss,Lunch,Phulka + Arhar Dal + Nenua Sabzi,320,14,55,4,10,Low,Medium,Low,Gluten,"Wheat flour, Pigeon peas, Sponge gourd",Vegetarian,,Cook Nenua with minimal oil and use cumin seeds for flavor.,40 mins cardio,Adequate hydration needed due to high fiber.
75,Uttar Pradesh,Weight Loss,Lunch,Phulka + Arhar Dal + Nenua Sabzi (Boiled),263,15,51,3,11,Low,Medium,Low,Gluten,"Wheat flour, Pigeon peas, Sponge gourd",Vegetarian,,Prepare phulka + arhar dal + nenua sabzi as a boiled version with minimal oil and no heavy toppings. Keep the serving small and pair it with fresh salad or clear soup.,30–45 mins brisk walking or cycling,Portion control is important; avoid fried add-ons. Contains gluten.
76,Uttar Pradesh,Weight Loss,Lunch,Phulka + Masoor Dal + Parwal Sabzi,340,15,55,5,10,Low,Medium,Low,Gluten,"Wheat flour, Red lentils, Pointed gourd",Vegetarian,,Scrape Parwal lightly and stir fry with minimal oil.,45 mins HIIT,Masoor dal provides lean protein without excess fat.
