id,state,diet_need,meal_type,meal_name,calories,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,sodium_level,cholesterol_impact,allergens,base_ingredients,diet_type,meat_type,instructions,exercise_recommendation,medical_warning
15,Madhya Pradesh,Weight Loss,Breakfast,"Poha (Indore 56 Dukan, Minimal Oil)",179,7,25,5,4,High,Medium,Low,"Mustard, Peanut, Peanuts","Flattened rice, Onion, Peanuts, Mustard seeds, Curry leaves, Lemon",Vegetarian,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains peanuts.
16,Madhya Pradesh,Weight Loss,Breakfast,"Poha (Indore 56 Dukan, No Oil)",170,6,25,5,4,High,Medium,Medium,"Mustard, Peanut, Peanuts","Flattened rice, Onion, Peanuts, Mustard seeds, Curry leaves, Lemon",Vegetarian,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains peanuts.
17,Madhya Pradesh,Weight Loss,Breakfast,"Bhopali Nihari (Bhopal Old City, Minimal Oil)",238,17,14,13,1,Low,Low,Low,Safe,"Mutton, Bone marrow, Onion, Ginger, Whole spices",Non-Vegetarian,Mutton,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
18,Madhya Pradesh,Weight Loss,Breakfast,"Bhopali Nihari (Bhopal Old City, No Oil)",225,16,13,11,1,High,High,Medium,Safe,"Mutton, Bone marrow, Onion, Ginger, Whole spices",Non-Vegetarian,Mutton,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
19,Madhya Pradesh,Weight Loss,Breakfast,"Chicken Keema (Bhopal Old City, Minimal Oil)",238,19,13,13,1,Low,Medium,Medium,Safe,"Chicken mince, Onion, Ginger, Garlic, Spices",Non-Vegetarian,Chicken,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
20,Madhya Pradesh,Weight Loss,Breakfast,"Chicken Keema (Bhopal Old City, No Oil)",225,18,13,12,1,Medium,Medium,High,Safe,"Chicken mince, Onion, Ginger, Garlic, Spices",Non-Vegetarian,Chicken,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
21,Madhya Pradesh,Weight Loss,Breakfast,"Chicken Seekh (Bhopal Old City, Minimal Oil)",238,19,13,13,1,Medium,High,Low,Safe,"Chicken mince, Onion, Herbs, Spices, Oil",Non-Vegetarian,Chicken,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
22,Madhya Pradesh,Weight Loss,Breakfast,"Chicken Seekh (Bhopal Old City, No Oil)",225,18,13,12,1,Low,High,Low,Safe,"Chicken mince, Onion, Herbs, Spices, Oil",Non-Vegetarian,Chicken,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
23,Madhya Pradesh,Weight Loss,Breakfast,"Chicken Shorba (Bhopal Old City, Minimal Oil)",238,19,13,13,1,Low,High,Medium,Safe,"Chicken, Stock, Ginger, Pepper, Herbs",Non-Vegetarian,Chicken,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
24,Madhya Pradesh,Weight Loss,Breakfast,"Chicken Shorba (Bhopal Old City, No Oil)",225,18,13,12,1,Medium,Low,High,Safe,"Chicken, Stock, Ginger, Pepper, Herbs",Non-Vegetarian,Chicken,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
25,Madhya Pradesh,Weight Loss,Breakfast,"Keema Poha (Bhopal Old City, Minimal Oil)",238,19,13,13,1,High,Medium,Low,Safe,"Flattened rice, Minced meat, Onion, Curry leaves, Spices",Non-Vegetarian,Mutton,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
26,Madhya Pradesh,Weight Loss,Breakfast,"Keema Poha (Bhopal Old City, No Oil)",225,18,13,12,1,High,High,High,Safe,"Flattened rice, Minced meat, Onion, Curry leaves, Spices",Non-Vegetarian,Mutton,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
27,Madhya Pradesh,Weight Loss,Breakfast,"Mutton Kebab (Bhopal Old City, Minimal Oil)",238,19,13,13,1,Low,Medium,Medium,Safe,"Mutton mince, Onion, Herbs, Spices, Oil",Non-Vegetarian,Mutton,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
28,Madhya Pradesh,Weight Loss,Breakfast,"Mutton Kebab (Bhopal Old City, No Oil)",225,18,13,12,1,Medium,Low,Low,Safe,"Mutton mince, Onion, Herbs, Spices, Oil",Non-Vegetarian,Mutton,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
29,Madhya Pradesh,Weight Loss,Breakfast,"Mutton Shorba (Bhopal Old City, Minimal Oil)",238,19,13,13,1,High,Low,Low,Safe,"Mutton, Stock, Ginger, Pepper, Herbs",Non-Vegetarian,Mutton,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
30,Madhya Pradesh,Weight Loss,Breakfast,"Mutton Shorba (Bhopal Old City, No Oil)",225,18,13,12,1,Medium,High,High,Safe,"Mutton, Stock, Ginger, Pepper, Herbs",Non-Vegetarian,Mutton,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
31,Madhya Pradesh,Weight Loss,Breakfast,"Seekh Kebab (Bhopal Old City, Minimal Oil)",238,19,13,13,1,High,Medium,High,Safe,"Minced meat, Onion, Green chilli, Herbs, Spices",Non-Vegetarian,Mutton,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
32,Madhya Pradesh,Weight Loss,Breakfast,"Seekh Kebab (Bhopal Old City, No Oil)",225,18,13,12,1,Medium,Low,Medium,Safe,"Minced meat, Onion, Green chilli, Herbs, Spices",Non-Vegetarian,Mutton,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
33,Madhya Pradesh,Weight Loss,Breakfast,"Besan Chilla (Ujjain Mahakal, Minimal Oil)",175,7,25,4,4,Low,Low,Medium,Legumes,"Moong dal or gram flour, Onion, Green chilli, Coriander, Ginger",Vegan,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
34,Madhya Pradesh,Weight Loss,Breakfast,"Besan Chilla (Ujjain Mahakal, No Oil)",166,7,25,4,4,Low,High,High,Legumes,"Moong dal or gram flour, Onion, Green chilli, Coriander, Ginger",Vegan,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
35,Madhya Pradesh,Weight Loss,Breakfast,"Dal Paniya (Ujjain Mahakal, Minimal Oil)",175,7,25,4,4,Low,Medium,Low,Legumes,"Moong dal, Onion, Green chilli, Ginger, Coriander",Vegan,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
36,Madhya Pradesh,Weight Loss,Breakfast,"Dal Paniya (Ujjain Mahakal, No Oil)",166,7,25,4,4,Medium,Low,Low,Legumes,"Moong dal, Onion, Green chilli, Ginger, Coriander",Vegan,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
37,Madhya Pradesh,Weight Loss,Breakfast,"Indori Poha (Ujjain Mahakal, Minimal Oil)",175,7,25,4,4,High,Low,Medium,"Peanut, Peanuts","Flattened rice, Onion, Peanuts, Sev, Fennel, Lemon",Vegan,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains peanuts.
38,Madhya Pradesh,Weight Loss,Breakfast,"Indori Poha (Ujjain Mahakal, No Oil)",166,6,25,4,4,High,High,Medium,"Peanut, Peanuts","Flattened rice, Onion, Peanuts, Sev, Fennel, Lemon",Vegan,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains peanuts.
39,Madhya Pradesh,Weight Loss,Breakfast,"Jowar Upma (Ujjain Mahakal, Minimal Oil)",175,7,25,4,4,High,High,High,Mustard,"Jowar, Mixed vegetables, Mustard seeds, Curry leaves, Coriander",Vegan,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
40,Madhya Pradesh,Weight Loss,Breakfast,"Jowar Upma (Ujjain Mahakal, No Oil)",166,6,25,4,4,High,High,Medium,Mustard,"Jowar, Mixed vegetables, Mustard seeds, Curry leaves, Coriander",Vegan,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
41,Madhya Pradesh,Weight Loss,Breakfast,"Methi Chilla (Ujjain Mahakal, Minimal Oil)",175,7,25,4,4,Medium,High,High,Legumes,"Gram flour, Methi leaves, Onion, Coriander, Spices",Vegan,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
42,Madhya Pradesh,Weight Loss,Breakfast,"Methi Chilla (Ujjain Mahakal, No Oil)",166,7,25,4,4,Low,Medium,Low,Legumes,"Gram flour, Methi leaves, Onion, Coriander, Spices",Vegan,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
43,Madhya Pradesh,Weight Loss,Breakfast,"Moong Dal Chilla (Ujjain Mahakal, Minimal Oil)",175,7,25,4,4,Low,Low,Medium,Legumes,"Moong dal, Onion, Green chilli, Ginger, Coriander",Vegan,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
44,Madhya Pradesh,Weight Loss,Breakfast,"Moong Dal Chilla (Ujjain Mahakal, No Oil)",166,7,25,4,4,Medium,Medium,High,Legumes,"Moong dal, Onion, Green chilli, Ginger, Coriander",Vegan,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
45,Madhya Pradesh,Weight Loss,Breakfast,"Poha (Ujjain Mahakal, Minimal Oil)",175,7,25,4,4,Medium,Low,High,"Mustard, Peanut, Peanuts","Flattened rice, Onion, Peanuts, Mustard seeds, Curry leaves, Lemon",Vegan,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains peanuts.
46,Madhya Pradesh,Weight Loss,Breakfast,"Poha (Ujjain Mahakal, No Oil)",166,6,25,4,4,Medium,Medium,Low,"Mustard, Peanut, Peanuts","Flattened rice, Onion, Peanuts, Mustard seeds, Curry leaves, Lemon",Vegan,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains peanuts.
47,Madhya Pradesh,Weight Loss,Breakfast,"Sabudana Khichdi (Ujjain Mahakal, Minimal Oil)",175,7,25,4,4,High,Low,Medium,"Peanut, Peanuts","Sabudana, Peanuts, Potato, Cumin, Curry leaves",Vegan,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains peanuts.
48,Madhya Pradesh,Weight Loss,Breakfast,"Sabudana Khichdi (Ujjain Mahakal, No Oil)",166,6,25,4,4,High,Medium,Low,"Peanut, Peanuts","Sabudana, Peanuts, Potato, Cumin, Curry leaves",Vegan,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains peanuts.
49,Madhya Pradesh,Weight Loss,Lunch,"Amli Ri Kadhi (Ratlam Junction, Minimal Oil)",272,12,33,8,6,Medium,High,Medium,"Dairy, Legumes","Tamarind, Gram flour, Yogurt, Cumin, Curry leaves",Vegetarian,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,"Keep the portion controlled and avoid fried sides or extra chutney. Contains dairy, legumes."
50,Madhya Pradesh,Weight Loss,Lunch,"Amli Ri Kadhi (Ratlam Junction, No Oil)",258,11,32,7,6,Low,Medium,Medium,"Dairy, Legumes","Tamarind, Gram flour, Yogurt, Cumin, Curry leaves",Vegetarian,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,"Keep the portion controlled and avoid fried sides or extra chutney. Contains dairy, legumes."
51,Madhya Pradesh,Weight Loss,Lunch,"Bajra Khichdi (Ratlam Junction, Minimal Oil)",272,12,33,8,6,Low,Low,Low,"Dairy, Legumes","Bajra, Moong dal, Cumin, Ginger, Ghee",Vegetarian,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
52,Madhya Pradesh,Weight Loss,Lunch,"Bajra Khichdi (Ratlam Junction, No Oil)",258,11,32,7,6,Medium,Low,High,"Dairy, Legumes","Bajra, Moong dal, Cumin, Ginger, Ghee",Vegetarian,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
53,Madhya Pradesh,Weight Loss,Lunch,"Chakki Ki Shak (Ratlam Junction, Minimal Oil)",272,12,33,8,6,Low,Medium,Low,"Dairy, Gluten","Wheat dough, Yogurt gravy, Spices, Coriander",Vegetarian,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,"Keep the portion controlled and avoid fried sides or extra chutney. Contains gluten, dairy."
54,Madhya Pradesh,Weight Loss,Lunch,"Chakki Ki Shak (Ratlam Junction, No Oil)",258,11,32,7,6,Low,Medium,Medium,"Dairy, Gluten","Wheat dough, Yogurt gravy, Spices, Coriander",Vegetarian,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,"Keep the portion controlled and avoid fried sides or extra chutney. Contains gluten, dairy."
55,Madhya Pradesh,Weight Loss,Lunch,"Dal Bafla (Ratlam Junction, Minimal Oil)",272,12,33,8,6,Low,High,High,"Dairy, Gluten","Wheat flour, Ghee, Dal, Cumin, Spices",Vegetarian,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,"Keep the portion controlled and avoid fried sides or extra chutney. Contains gluten, dairy."
56,Madhya Pradesh,Weight Loss,Lunch,"Dal Bafla (Ratlam Junction, No Oil)",258,11,32,7,6,Medium,Low,High,"Dairy, Gluten","Wheat flour, Ghee, Dal, Cumin, Spices",Vegetarian,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,"Keep the portion controlled and avoid fried sides or extra chutney. Contains gluten, dairy."
57,Madhya Pradesh,Weight Loss,Lunch,"Matar Pulao (Ratlam Junction, Minimal Oil)",272,12,33,8,6,High,Low,High,Safe,"Rice, Green peas, Whole spices, Mint, Coriander",Vegetarian,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
58,Madhya Pradesh,Weight Loss,Lunch,"Matar Pulao (Ratlam Junction, No Oil)",258,11,32,7,6,High,High,High,Safe,"Rice, Green peas, Whole spices, Mint, Coriander",Vegetarian,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney.
59,Madhya Pradesh,Weight Loss,Lunch,"Panchmel Dal (Ratlam Junction, Minimal Oil)",272,12,33,8,6,Low,Medium,Low,Legumes,"Toor dal, Moong dal, Chana dal, Urad dal, Masoor dal, Spices",Vegetarian,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
60,Madhya Pradesh,Weight Loss,Lunch,"Panchmel Dal (Ratlam Junction, No Oil)",258,11,32,7,7,Medium,High,Medium,Legumes,"Toor dal, Moong dal, Chana dal, Urad dal, Masoor dal, Spices",Vegetarian,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains legumes.
61,Madhya Pradesh,Weight Loss,Lunch,"Papad Ki Sabzi (Ratlam Junction, Minimal Oil)",272,12,33,8,6,High,Low,Medium,"Dairy, Legumes","Papad, Yogurt, Tomato, Onion, Spices",Vegetarian,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,"Keep the portion controlled and avoid fried sides or extra chutney. Contains dairy, legumes."
62,Madhya Pradesh,Weight Loss,Lunch,"Papad Ki Sabzi (Ratlam Junction, No Oil)",258,11,32,7,6,Medium,High,Low,"Dairy, Legumes","Papad, Yogurt, Tomato, Onion, Spices",Vegetarian,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,"Keep the portion controlled and avoid fried sides or extra chutney. Contains dairy, legumes."
63,Madhya Pradesh,Weight Loss,Lunch,"Tikkad (Ratlam Junction, Minimal Oil)",272,12,33,8,6,High,Medium,Low,Gluten,"Wheat flour, Millet flour, Cumin, Onion, Oil",Vegetarian,,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains gluten.
64,Madhya Pradesh,Weight Loss,Lunch,"Tikkad (Ratlam Junction, No Oil)",258,11,32,7,6,Low,Medium,High,Gluten,"Wheat flour, Millet flour, Cumin, Onion, Oil",Vegetarian,,Prepare the no oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains gluten.
65,Madhya Pradesh,Weight Loss,Lunch,"Achari Gosht (Gwalior Lashkar, Minimal Oil)",330,28,17,17,1,Medium,High,Medium,Dairy,"Mutton, Pickle spices, Yogurt, Onion, Spices",Non-Vegetarian,Mutton,Prepare the minimal oil version with minimal oil and keep the portion small. Add lemon or coriander for freshness and skip fried accompaniments.,40 mins brisk walk or cycling,Keep the portion controlled and avoid fried sides or extra chutney. Contains dairy.
